,Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
865,2019-06-16,24.0,33.6,28.5,76.0,1.0,5.5,6.0,100.0,2.0,C 
866,2019-06-17,25.2,33.4,29.1,65.0,0.0,8.4,6.0,90.0,2.0,NE
867,2019-06-18,23.8,33.0,29.0,68.0,0.0,10.3,9.0,80.0,4.0,E 
868,2019-06-19,22.8,31.8,26.9,78.0,0.0,10.6,4.0,40.0,1.0,C 
869,2019-06-20,22.8,33.2,27.5,70.0,0.0,10.3,5.0,110.0,2.0,C 
870,2019-06-21,21.8,32.4,27.0,77.0,0.0,9.9,4.0,100.0,2.0,C 
871,2019-06-22,22.4,32.8,26.8,79.0,0.0,9.1,5.0,110.0,2.0,C 
872,2019-06-23,23.4,33.8,27.6,72.0,0.0,9.1,7.0,110.0,2.0,C 
873,2019-06-24,23.0,34.6,27.9,65.0,0.0,9.4,5.0,90.0,2.0,C 
874,2019-06-25,23.6,34.6,27.7,69.0,0.0,9.9,7.0,90.0,2.0,C 
875,2019-06-26,24.0,34.2,28.8,70.0,0.0,10.6,4.0,300.0,2.0,E 
876,2019-06-27,24.2,33.8,28.1,69.0,0.0,10.3,6.0,300.0,2.0,C 
877,2019-06-28,22.8,33.6,28.0,66.0,0.0,9.3,4.0,120.0,2.0,C 
878,2019-06-29,20.8,33.2,25.6,71.0,0.0,10.3,5.0,360.0,1.0,C 
879,2019-06-30,21.8,32.4,27.0,68.0,0.0,10.6,5.0,50.0,1.0,C 
880,2019-07-01,22.2,32.8,27.2,66.0,0.0,9.7,5.0,140.0,3.0,E 
881,2019-07-02,22.0,33.8,26.9,76.0,0.0,10.0,7.0,120.0,3.0,C 
882,2019-07-03,21.6,34.8,28.4,81.0,0.0,9.1,8.0,100.0,3.0,C 
883,2019-07-04,25.0,34.4,29.0,73.0,0.0,8.7,7.0,70.0,2.0,NE
884,2019-07-05,25.2,33.8,28.7,80.0,0.8,6.9,9.0,60.0,4.0,C 
885,2019-07-06,25.1,33.7,28.85,75.5,0.4,8.05,8.0,85.0,3.5,
886,2019-07-07,25.0,33.6,29.0,71.0,0.0,9.2,7.0,110.0,3.0,C 
887,2019-07-08,23.8,33.2,27.0,77.0,0.0,10.0,7.0,90.0,3.0,E 
888,2019-07-09,23.0,34.4,26.7,73.0,0.0,10.0,7.0,100.0,2.0,C 
889,2019-07-10,22.2,33.4,27.3,66.0,0.0,10.0,8.0,110.0,2.0,C 
890,2019-07-11,23.4,33.6,28.8,62.0,0.0,10.3,6.0,340.0,3.0,E 
891,2019-07-12,23.4,33.8,27.8,67.0,0.0,10.0,8.0,120.0,4.0,C 
892,2019-07-13,22.8,33.6,27.8,67.0,0.0,10.2,6.0,40.0,2.0,C 
893,2019-07-14,20.8,33.2,27.1,63.0,0.0,10.4,7.0,110.0,2.0,C 
894,2019-07-15,20.6,33.8,27.5,63.0,0.0,9.8,4.0,110.0,2.0,C 
895,2019-07-16,22.2,34.0,27.6,58.0,0.0,9.0,5.0,110.0,2.0,C 
896,2019-07-17,21.6,33.8,26.4,66.0,0.0,10.0,7.0,50.0,2.0,C 
897,2019-07-18,19.6,34.6,27.8,68.0,0.0,9.3,7.0,60.0,3.0,C 
898,2019-07-19,22.6,33.0,29.3,62.0,0.0,9.6,6.0,120.0,3.0,E 
899,2019-07-20,26.4,34.8,29.6,66.0,0.0,1.3,6.0,90.0,2.0,C 
900,2019-07-21,23.9,34.4,28.8,71.0,0.0,6.9,5.0,60.0,2.0,C 
901,2019-07-22,23.2,34.4,27.8,67.0,0.0,10.0,5.0,10.0,2.0,C 
902,2019-07-23,22.0,32.8,26.8,71.0,0.0,10.8,8.0,340.0,2.0,C 
903,2019-07-24,23.0,34.6,27.4,72.0,0.0,9.8,6.0,100.0,2.0,C 
904,2019-07-25,23.2,33.0,27.0,67.0,0.0,9.2,5.0,110.0,2.0,C 
905,2019-07-26,23.6,33.8,28.3,70.0,0.0,9.6,6.0,340.0,3.0,C 
906,2019-07-27,24.4,32.8,27.8,74.0,0.0,10.7,4.0,120.0,2.0,C 
907,2019-07-28,22.7,33.2,27.4,70.0,0.0,10.15,5.0,120.0,2.0,
908,2019-07-29,21.0,33.6,27.0,66.0,0.0,9.6,6.0,120.0,2.0,C 
909,2019-07-30,22.8,33.0,28.1,63.0,0.0,10.4,4.0,40.0,2.0,C 
910,2019-07-31,22.3,33.5,27.8,64.5,0.0,10.3,5.5,85.0,2.5,
911,2019-08-01,21.8,34.0,27.5,66.0,0.0,10.2,7.0,130.0,3.0,C 
912,2019-08-02,24.2,34.6,28.2,66.0,0.0,10.2,6.0,90.0,3.0,E 
913,2019-08-03,23.0,33.6,27.4,64.0,0.0,10.1,6.0,90.0,2.0,C 
914,2019-08-04,21.2,32.4,26.9,66.0,1.6,9.9,4.0,80.0,1.0,C 
915,2019-08-05,21.0,32.0,26.1,67.0,0.0,9.9,4.0,360.0,2.0,C 
916,2019-08-06,20.4,34.2,26.5,63.0,0.0,10.0,5.0,270.0,2.0,C 
917,2019-08-07,18.4,34.0,26.9,60.0,0.0,8.1,6.0,260.0,2.0,C 
918,2019-08-08,22.2,33.8,28.0,59.0,0.0,8.6,5.0,100.0,1.0,C 
919,2019-08-09,23.2,35.0,28.4,64.0,0.0,10.4,8.0,110.0,3.0,E 
920,2019-08-10,22.6,34.0,27.2,64.0,0.0,10.6,6.0,30.0,2.0,C 
921,2019-08-11,23.8,34.2,28.9,68.0,0.0,9.8,9.0,40.0,3.0,C 
922,2019-08-12,23.4,34.4,28.2,64.0,0.0,10.2,6.0,120.0,3.0,SE
923,2019-08-13,24.4,34.6,29.8,65.0,0.0,9.8,9.0,110.0,5.0,E 
924,2019-08-14,25.6,35.2,29.4,65.0,0.0,10.3,8.0,90.0,4.0,E 
925,2019-08-15,25.8,34.8,29.3,67.0,0.0,10.0,6.0,140.0,3.0,E 
926,2019-08-16,23.8,34.6,28.0,69.0,0.0,8.0,5.0,100.0,3.0,C 
927,2019-08-17,23.4,34.4,27.2,74.0,0.0,9.8,6.0,90.0,2.0,C 
928,2019-08-18,22.2,35.0,27.4,69.0,0.0,9.7,8.0,340.0,2.0,E 
929,2019-08-19,21.6,33.4,27.0,70.0,0.0,10.6,4.0,330.0,2.0,C 
930,2019-08-20,22.8,34.8,28.8,62.0,0.0,9.6,7.0,90.0,3.0,E 
931,2019-08-21,25.6,34.8,30.1,56.0,0.0,10.3,9.0,120.0,5.0,E 
932,2019-08-22,26.6,34.8,30.0,62.0,0.2,9.9,6.0,100.0,3.0,E 
933,2019-08-23,23.0,34.2,28.4,66.0,0.0,10.0,4.0,100.0,2.0,C 
934,2019-08-24,22.4,33.0,27.2,71.0,0.0,10.0,5.0,270.0,2.0,C 
935,2019-08-25,23.2,33.0,27.0,77.0,0.0,10.2,6.0,270.0,3.0,NW
936,2019-08-26,24.2,33.0,27.9,74.0,0.0,9.0,5.0,340.0,2.0,C 
937,2019-08-27,24.0,32.8,28.0,72.0,0.0,8.9,5.0,360.0,2.0,C 
938,2019-08-28,23.6,34.0,28.3,66.0,0.0,8.3,4.0,140.0,3.0,E 
939,2019-08-29,25.2,34.8,29.0,62.0,0.0,9.6,7.0,340.0,4.0,E 
940,2019-08-30,22.6,34.4,27.5,64.0,0.0,8.6,7.0,110.0,3.0,E 
941,2019-08-31,22.8,34.6,27.8,67.0,0.0,10.0,8.0,100.0,4.0,E 
942,2019-09-01,23.1,33.8,27.65,68.5,0.0,10.25,6.0,185.0,3.0,
943,2019-09-02,23.4,33.0,27.5,70.0,0.0,10.5,4.0,270.0,2.0,C 
944,2019-09-03,24.6,34.4,28.7,70.0,0.0,10.1,6.0,330.0,3.0,N 
945,2019-09-04,24.6,36.2,28.8,68.0,0.0,9.4,5.0,10.0,2.0,NE
946,2019-09-05,23.2,35.0,27.9,56.0,0.0,9.8,6.0,120.0,3.0,E 
947,2019-09-06,22.8,34.8,28.4,56.0,0.0,10.4,6.0,70.0,2.0,C 
948,2019-09-07,21.2,34.6,28.8,56.0,0.0,9.8,7.0,90.0,3.0,E 
949,2019-09-08,23.8,34.0,28.0,68.0,0.0,11.3,5.0,90.0,2.0,N 
950,2019-09-09,23.4,35.8,28.9,64.0,0.0,9.5,6.0,350.0,3.0,E 
951,2019-09-10,24.0,36.6,30.8,40.0,0.0,10.5,9.0,110.0,3.0,E 
952,2019-09-11,22.2,34.8,27.7,66.0,0.0,10.4,6.0,360.0,3.0,C 
953,2019-09-12,22.4,35.4,27.8,58.0,0.0,9.3,6.0,350.0,3.0,C 
954,2019-09-13,21.6,34.2,27.3,56.0,0.0,10.5,6.0,60.0,2.0,C 
955,2019-09-14,22.8,32.8,27.3,66.0,0.0,10.2,7.0,60.0,2.0,C 
956,2019-09-15,24.2,33.8,29.3,62.0,0.0,9.8,7.0,340.0,3.0,C 
957,2019-09-16,25.8,34.8,29.2,65.0,4.3,6.6,5.0,350.0,3.0,E 
958,2019-09-17,23.8,35.0,28.4,70.0,0.0,10.2,6.0,100.0,3.0,E 
959,2019-09-18,24.6,35.0,28.5,69.0,0.0,9.2,6.0,100.0,2.0,E 
960,2019-09-19,23.8,32.6,27.7,72.0,0.0,10.2,7.0,330.0,3.0,E 
961,2019-09-20,23.2,35.2,28.6,66.0,0.0,9.7,5.0,70.0,3.0,E 
962,2019-09-21,24.0,34.8,28.2,73.0,0.0,10.2,5.0,100.0,2.0,NW
963,2019-09-22,23.2,35.8,28.7,70.0,0.0,10.0,6.0,330.0,3.0,E 
964,2019-09-23,25.0,35.4,29.6,72.0,0.0,8.4,7.0,340.0,3.0,C 
965,2019-09-24,26.2,36.0,30.5,70.0,0.0,10.2,7.0,100.0,3.0,E 
966,2019-09-25,25.0,36.2,29.6,73.0,0.0,10.2,10.0,350.0,3.0,C 
967,2019-09-26,24.4,37.0,30.7,74.0,0.0,9.6,5.0,100.0,3.0,E 
968,2019-09-27,25.2,36.4,29.5,79.0,0.4,9.8,6.0,40.0,2.0,NE
969,2019-09-28,25.6,35.0,29.1,76.0,0.0,8.7,7.0,350.0,3.0,C 
970,2019-09-29,25.6,35.8,29.9,72.0,6.0,9.7,7.0,90.0,4.0,E 
971,2019-09-30,23.6,36.6,29.5,67.0,0.0,9.7,8.0,110.0,3.0,C 
972,2019-10-01,24.0,32.0,28.6,74.0,0.0,10.4,6.0,340.0,2.0,C 
973,2019-10-02,24.8,36.4,29.8,71.0,0.0,10.0,7.0,300.0,2.0,C 
974,2019-10-03,24.2,35.8,30.0,73.0,0.0,10.3,7.0,110.0,3.0,C 
975,2019-10-04,24.0,37.4,29.4,72.0,1.0,10.0,6.0,100.0,2.0,C 
976,2019-10-05,22.0,37.4,29.3,64.0,0.0,11.0,8.0,110.0,3.0,E 
977,2019-10-06,23.4,36.6,29.4,72.0,0.0,11.0,8.0,100.0,2.0,C 
978,2019-10-07,23.6,35.6,28.8,75.0,0.0,10.4,4.0,340.0,2.0,C 
979,2019-10-08,26.4,36.6,30.7,69.0,0.0,8.0,4.0,50.0,2.0,C 
980,2019-10-09,26.0,34.2,30.0,72.0,0.0,9.9,6.0,350.0,3.0,C 
981,2019-10-10,25.2,36.6,30.9,66.0,0.0,9.3,6.0,100.0,3.0,C 
982,2019-10-11,26.2,37.6,30.9,66.0,0.0,7.3,6.0,110.0,2.0,C 
983,2019-10-12,25.0,33.8,28.8,72.0,0.0,10.4,5.0,320.0,2.0,C 
984,2019-10-13,25.0,34.6,28.9,72.0,0.0,9.5,4.0,310.0,1.0,C 
985,2019-10-14,25.4,35.6,29.8,72.0,0.0,9.9,4.0,80.0,1.0,C 
986,2019-10-15,25.6,33.8,29.5,75.0,0.0,10.4,4.0,350.0,1.0,C 
987,2019-10-16,26.4,34.4,29.8,71.0,0.0,10.4,5.0,340.0,2.0,C 
988,2019-10-17,25.6,34.8,29.7,73.0,0.2,7.5,6.0,340.0,3.0,C 
989,2019-10-18,24.6,35.2,29.7,74.0,0.0,9.8,6.0,350.0,2.0,C 
990,2019-10-19,25.2,34.2,28.8,79.0,0.0,11.5,6.0,350.0,1.0,C 
991,2019-10-20,24.2,36.4,29.3,80.0,7.0,8.9,5.0,90.0,2.0,C 
992,2019-10-21,24.2,38.0,30.2,72.0,0.0,9.5,7.0,110.0,2.0,C 
993,2019-10-22,23.4,39.4,30.2,74.0,0.0,11.1,4.0,70.0,1.0,C 
994,2019-10-23,25.4,38.6,30.4,69.0,0.0,11.0,7.0,80.0,3.0,C 
995,2019-10-24,23.4,38.0,31.1,67.0,0.0,10.6,7.0,100.0,3.0,C 
996,2019-10-25,25.4,36.8,30.4,72.0,0.0,10.8,6.0,350.0,2.0,C 
997,2019-10-26,25.2,34.6,30.3,72.0,0.0,10.8,6.0,310.0,2.0,N 
998,2019-10-27,24.6,33.0,29.2,77.0,0.0,9.9,5.0,350.0,2.0,C 
999,2019-10-28,25.2,37.4,30.6,63.0,0.0,7.2,6.0,110.0,3.0,W 
1000,2019-10-29,25.0,33.8,29.8,74.0,0.0,10.6,6.0,350.0,3.0,NW
1001,2019-10-30,24.8,34.6,29.8,73.0,0.0,9.6,6.0,350.0,2.0,C 
1002,2019-10-31,26.2,34.8,30.4,72.0,0.0,10.5,5.0,290.0,2.0,C 
1003,2019-11-01,24.4,33.6,28.7,82.0,26.6,10.5,6.0,230.0,2.0,C 
1004,2019-11-02,24.6,33.5,28.86666666666667,81.66666666666667,17.9,8.033333333333333,5.333333333333333,263.3333333333333,1.666666666666667,
1005,2019-11-03,24.8,33.4,29.03333333333333,81.33333333333333,9.2,5.566666666666666,4.666666666666667,296.6666666666667,1.333333333333333,
1006,2019-11-04,25.0,33.3,29.2,81.0,0.5,3.1,4.0,330.0,1.0,C 
1007,2019-11-05,26.6,34.6,30.2,75.0,0.0,5.6,3.0,120.0,1.0,C 
1008,2019-11-06,23.6,34.0,29.2,74.0,0.0,7.2,4.0,360.0,2.0,C 
1009,2019-11-07,24.8,34.6,29.6,72.0,0.0,11.2,6.0,340.0,3.0,N 
1010,2019-11-08,25.6,35.6,30.1,75.0,0.0,11.2,8.0,280.0,3.0,NW
1011,2019-11-09,26.4,34.8,30.3,76.0,0.0,10.4,4.0,350.0,2.0,C 
1012,2019-11-10,25.2,35.0,30.2,75.0,0.2,7.3,6.0,340.0,2.0,C 
1013,2019-11-11,25.0,34.0,29.9,77.0,0.0,10.3,3.0,350.0,1.0,C 
1014,2019-11-12,25.2,36.8,30.8,73.0,0.0,9.3,5.0,100.0,2.0,E 
1015,2019-11-13,26.6,36.4,30.1,73.0,0.0,8.8,7.0,90.0,3.0,E 
1016,2019-11-14,25.6,34.6,30.3,78.0,2.0,7.7,6.0,350.0,2.0,C 
1017,2019-11-15,26.8,34.0,30.4,77.0,0.0,3.9,6.0,330.0,2.0,C 
1018,2019-11-16,23.0,38.2,31.4,68.0,0.0,9.4,8.0,100.0,4.0,E 
1019,2019-11-17,23.4,37.6,30.5,73.0,0.0,10.5,8.0,80.0,3.0,C 
1020,2019-11-18,25.4,38.4,31.2,66.0,0.0,9.9,9.0,90.0,3.0,E 
1021,2019-11-19,27.0,34.6,31.2,73.0,0.0,9.2,4.0,340.0,2.0,C 
1022,2019-11-20,27.4,33.0,29.9,75.0,0.0,9.7,4.0,350.0,2.0,C 
1023,2019-11-21,25.8,34.4,30.1,76.0,0.6,6.3,4.0,340.0,2.0,C 
1024,2019-11-22,26.0,34.2,29.9,76.0,0.0,8.5,4.0,330.0,2.0,C 
1025,2019-11-23,24.0,37.0,30.5,74.0,0.0,6.6,6.0,330.0,3.0,C 
1026,2019-11-24,25.8,37.0,30.9,70.0,0.0,9.4,7.0,90.0,3.0,C 
1027,2019-11-25,26.4,34.2,30.1,75.0,0.0,10.3,5.0,20.0,2.0,C 
1028,2019-11-26,26.4,34.2,29.9,77.0,0.0,7.2,5.0,360.0,2.0,C 
1029,2019-11-27,26.4,34.4,30.7,73.0,0.0,9.6,5.0,350.0,2.0,N 
1030,2019-11-28,26.0,33.4,29.8,77.0,10.0,6.8,4.0,350.0,1.0,C 
1031,2019-11-29,27.2,34.6,30.4,75.0,0.0,5.9,4.0,350.0,2.0,C 
1032,2019-11-30,24.8,33.6,29.4,83.0,30.3,9.4,5.0,280.0,2.0,C 
1033,2019-12-01,25.7,33.6,29.8,81.5,15.15,9.75,4.5,305.0,2.0,
1034,2019-12-02,26.6,33.6,30.2,80.0,0.0,10.1,4.0,330.0,2.0,C 
1035,2019-12-03,26.8,32.8,30.0,80.0,0.0,8.7,8.0,340.0,3.0,C 
1036,2019-12-04,26.0,33.8,28.7,83.0,0.0,7.6,7.0,350.0,3.0,N 
1037,2019-12-05,24.6,31.2,28.5,82.0,45.5,7.2,3.0,60.0,1.0,C 
1038,2019-12-06,25.0,33.4,28.2,82.0,14.7,0.9,6.0,350.0,2.0,C 
1039,2019-12-07,24.0,33.6,28.4,85.0,36.0,7.9,7.0,45.0,2.0,C 
1040,2019-12-08,25.4,33.2,29.4,84.0,8.0,4.8,5.0,360.0,2.0,W 
1041,2019-12-09,25.4,32.4,28.8,86.0,3.6,7.7,5.0,340.0,2.0,NW
1042,2019-12-10,25.0,32.6,28.4,84.0,7.9,7.2,7.0,260.0,2.0,C 
1043,2019-12-11,25.0,33.0,29.1,78.0,0.0,7.8,6.0,10.0,2.0,C 
1044,2019-12-12,25.6,31.4,28.7,83.0,0.0,8.5,4.0,280.0,1.0,C 
1045,2019-12-13,26.2,31.4,28.8,82.0,0.0,1.8,5.0,260.0,2.0,C 
1046,2019-12-14,25.2,32.6,29.0,80.0,0.0,3.1,5.0,280.0,2.0,C 
1047,2019-12-15,22.8,31.2,28.2,88.0,29.0,8.9,5.0,320.0,1.0,C 
1048,2019-12-16,23.0,31.2,28.2,87.0,14.0,6.9,4.0,280.0,2.0,C 
1049,2019-12-17,21.2,31.4,27.3,87.0,0.0,5.0,5.0,350.0,2.0,C 
1050,2019-12-18,23.2,32.6,28.2,85.0,25.5,6.2,4.0,310.0,1.0,C 
1051,2019-12-19,25.4,32.4,29.3,83.0,1.6,8.5,5.0,350.0,2.0,C 
1052,2019-12-20,25.4,32.4,29.0,82.0,2.2,7.9,4.0,350.0,2.0,N 
1053,2019-12-21,26.4,32.4,29.5,82.0,0.0,8.5,4.0,340.0,2.0,C 
1054,2019-12-22,26.4,32.2,28.1,86.0,0.0,5.3,4.0,350.0,1.0,C 
1055,2019-12-23,25.4,31.0,28.1,84.0,0.8,6.4,4.0,360.0,1.0,C 
1056,2019-12-24,26.4,32.4,28.9,84.0,0.0,4.9,5.0,10.0,2.0,C 
1057,2019-12-25,26.8,32.4,27.9,87.0,0.0,7.5,6.0,360.0,2.0,C 
1058,2019-12-26,25.0,31.6,28.2,86.0,5.0,1.9,4.0,340.0,2.0,C 
1059,2019-12-27,25.6,31.4,27.9,88.0,0.6,5.3,5.0,360.0,2.0,C 
1060,2019-12-28,23.4,30.2,27.5,90.0,31.9,5.0,4.0,280.0,2.0,C 
1061,2019-12-29,25.8,32.0,28.7,84.0,0.0,1.2,4.0,310.0,2.0,C 
1062,2019-12-30,25.4,31.8,29.0,86.0,4.8,6.6,3.0,310.0,1.0,C 
1063,2019-12-31,25.4,31.6,27.5,88.0,0.0,3.9,3.0,330.0,1.0,C 
1064,2020-01-01,24.2,31.4,27.0,88.0,9.6,3.6,6.0,280.0,4.0,W 
1065,2020-01-02,24.0,31.0,27.4,87.0,16.7,3.4,6.0,280.0,3.0,W 
1066,2020-01-03,24.8,32.2,28.4,84.0,2.0,2.5,7.0,270.0,3.0,W 
1067,2020-01-04,22.0,31.4,27.1,90.0,36.6,4.6,8.0,270.0,2.0,C 
1068,2020-01-05,25.4,30.4,26.8,92.0,3.7,0.8,6.0,270.0,2.0,C 
1069,2020-01-06,24.6,29.6,26.3,92.0,20.3,0.2,4.0,360.0,2.0,C 
1070,2020-01-07,23.6,30.4,26.7,94.0,28.8,3.2,5.0,280.0,2.0,C 
1071,2020-01-08,24.6,30.2,26.9,93.0,28.0,3.1,5.0,360.0,2.0,C 
1072,2020-01-09,24.2,30.2,26.4,90.0,13.5,2.1,4.0,260.0,2.0,C 
1073,2020-01-10,25.2,29.8,26.9,93.0,2.5,2.9,6.0,290.0,2.0,W 
1074,2020-01-11,24.6,29.4,27.1,89.0,6.4,0.4,3.0,330.0,1.0,C 
1075,2020-01-12,24.2,31.6,27.7,86.0,8.6,0.4,4.0,320.0,2.0,W 
1076,2020-01-13,24.5,31.1,27.75,86.5,9.8,4.1,5.0,310.0,2.0,
1077,2020-01-14,24.8,30.6,27.8,87.0,11.0,7.8,6.0,300.0,2.0,W 
1078,2020-01-15,25.4,30.8,27.7,89.0,5.5,8.1,5.0,320.0,1.5,
1079,2020-01-16,26.0,31.0,27.6,91.0,0.0,8.4,4.0,340.0,1.0,C 
1080,2020-01-17,24.8,31.8,27.8,88.0,0.0,4.6,6.0,300.0,2.0,C 
1081,2020-01-18,24.6,31.8,28.6,82.0,0.0,8.5,4.0,350.0,2.0,C 
1082,2020-01-19,26.0,32.2,29.3,82.0,0.0,10.3,4.0,360.0,2.0,N 
1083,2020-01-20,25.4,32.2,29.3,85.0,0.0,10.3,5.0,250.0,2.0,C 
1084,2020-01-21,25.4,32.3,29.15,84.0,0.0,7.5,4.5,300.0,2.0,
1085,2020-01-22,25.4,32.4,29.0,83.0,0.0,4.7,4.0,350.0,2.0,C 
1086,2020-01-23,25.4,33.0,29.4,80.0,0.0,9.4,4.0,330.0,2.0,C 
1087,2020-01-24,25.8,32.2,28.3,86.0,0.0,7.15,5.0,305.0,2.0,
1088,2020-01-25,26.2,31.4,27.2,92.0,0.0,4.9,6.0,280.0,2.0,C 
1089,2020-01-26,24.6,31.0,27.8,86.0,113.6,4.7,4.0,350.0,2.0,C 
1090,2020-01-27,26.0,31.4,28.9,84.0,0.0,8.6,5.0,350.0,2.0,N 
1091,2020-01-28,26.0,32.2,29.0,84.0,0.0,8.8,6.0,330.0,2.0,C 
1092,2020-01-29,26.4,31.8,29.1,85.0,0.0,8.1,6.0,300.0,2.0,C 
1093,2020-01-30,26.2,31.4,28.7,84.0,0.0,6.5,5.0,270.0,1.0,C 
1094,2020-01-31,26.0,32.2,28.5,85.0,0.0,1.7,5.0,300.0,2.0,W 
1095,2020-02-01,25.0,31.8,27.7,88.0,1.0,4.2,5.0,310.0,2.0,C 
1096,2020-02-02,25.8,30.6,27.0,90.0,1.0,6.3,5.0,270.0,2.0,W 
1097,2020-02-03,25.0,31.6,27.2,90.0,2.7,2.6,5.0,330.0,2.0,C 
1098,2020-02-04,22.2,31.0,28.2,85.0,60.5,5.3,4.0,200.0,2.0,C 
1099,2020-02-05,25.0,31.4,27.6,86.0,54.2,6.1,4.0,290.0,1.0,C 
1100,2020-02-06,25.2,31.0,27.8,87.0,13.4,5.0,6.0,340.0,3.0,NW
1101,2020-02-07,25.0,31.2,26.8,89.0,8.2,7.1,6.0,300.0,2.0,C 
1102,2020-02-08,22.6,31.6,27.7,85.0,29.5,3.6,8.0,260.0,3.0,W 
1103,2020-02-09,24.0,31.2,27.6,86.5,15.0,2.6,6.5,295.0,2.5,
1104,2020-02-10,25.4,30.8,27.5,88.0,0.5,1.6,5.0,330.0,2.0,N 
1105,2020-02-11,24.8,30.6,27.6,87.0,0.0,6.2,4.0,350.0,1.0,C 
1106,2020-02-12,24.0,30.93333333333333,27.96666666666667,84.66666666666667,0.0,5.266666666666667,4.333333333333333,336.6666666666667,1.333333333333333,
1107,2020-02-13,23.2,31.26666666666667,28.33333333333333,82.33333333333333,0.0,4.333333333333333,4.666666666666667,323.3333333333333,1.666666666666667,
1108,2020-02-14,22.4,31.6,28.7,80.0,0.0,3.4,5.0,310.0,2.0,N 
1109,2020-02-15,26.6,31.6,28.0,90.0,0.0,8.8,4.0,280.0,1.0,C 
1110,2020-02-16,25.4,31.6,27.8,87.0,0.3,3.5,5.0,350.0,2.0,C 
1111,2020-02-17,25.8,31.0,27.6,88.0,0.4,3.1,4.0,260.0,1.0,C 
1112,2020-02-18,25.6,30.8,27.6,90.0,21.3,1.6,7.0,270.0,2.0,W 
1113,2020-02-19,25.0,30.4,27.0,90.0,4.5,3.7,9.0,310.0,3.0,W 
1114,2020-02-20,24.0,27.4,25.7,93.0,114.0,3.8,3.0,280.0,2.0,W 
1115,2020-02-21,23.8,30.4,27.5,85.0,12.2,0.8,7.0,270.0,3.0,W 
1116,2020-02-22,23.2,31.0,27.7,87.0,0.0,7.3,6.0,290.0,2.0,C 
1117,2020-02-23,23.0,31.2,27.7,90.0,31.0,8.0,5.0,290.0,3.0,NW
1118,2020-02-24,22.0,28.4,26.5,93.0,5.1,6.3,6.0,290.0,3.0,W 
1119,2020-02-25,25.0,31.0,27.4,88.0,6.5,0.5,9.0,300.0,4.0,W 
1120,2020-02-26,26.0,30.6,28.0,87.0,0.0,7.5,5.0,330.0,2.0,C 
1121,2020-02-27,24.8,31.6,27.6,90.0,4.5,2.8,8.0,280.0,3.0,C 
1122,2020-02-28,25.2,31.0,27.3,90.0,14.2,7.9,5.0,280.0,2.0,C 
1123,2020-02-29,25.2,30.8,27.1,90.0,8.2,15.5,6.0,290.0,3.0,C 
1124,2020-03-01,24.8,29.8,26.4,94.0,48.4,6.4,6.0,310.0,2.0,C 
1125,2020-03-02,25.0,30.6,27.5,90.0,40.1,0.7,5.0,290.0,2.0,W 
1126,2020-03-03,26.0,31.0,28.2,89.0,0.0,6.0,5.0,310.0,2.0,C 
1127,2020-03-04,25.0,31.0,27.1,88.0,21.5,7.3,4.0,270.0,1.0,C 
1128,2020-03-05,24.6,31.2,27.2,90.0,27.4,4.5,4.0,350.0,2.0,C 
1129,2020-03-06,24.8,31.0,27.5,88.0,0.0,2.1,5.0,320.0,2.0,W 
1130,2020-03-07,25.2,31.2,27.6,89.0,3.7,4.8,10.0,290.0,2.0,C 
1131,2020-03-08,25.4,31.4,27.0,91.0,3.0,6.3,5.0,340.0,2.0,C 
1132,2020-03-09,25.4,30.6,27.4,90.0,4.3,5.6,4.0,360.0,1.0,C 
1133,2020-03-10,25.2,30.6,27.9,87.0,0.0,2.8,4.0,350.0,1.0,C 
1134,2020-03-11,25.4,31.8,28.8,87.0,0.0,3.1,4.0,360.0,2.0,W 
1135,2020-03-12,26.6,31.8,28.9,85.0,0.0,9.2,5.0,320.0,2.0,C 
1136,2020-03-13,25.6,31.8,28.6,83.0,0.0,5.8,6.0,320.0,1.0,C 
1137,2020-03-14,27.2,33.0,29.3,84.0,0.0,8.5,7.0,360.0,2.0,C 
1138,2020-03-15,25.8,32.2,28.8,85.0,3.3,5.4,10.0,360.0,2.0,C 
1139,2020-03-16,24.0,32.8,28.4,86.0,10.0,4.8,5.0,290.0,2.0,C 
1140,2020-03-17,25.6,32.2,28.5,88.0,13.6,6.0,7.0,340.0,2.0,N 
1141,2020-03-18,25.0,33.4,28.9,81.0,16.7,6.2,4.0,40.0,2.0,C 
1142,2020-03-19,24.4,31.8,26.9,91.0,0.2,6.4,5.0,350.0,2.0,C 
1143,2020-03-20,24.6,31.6,27.8,88.0,6.2,3.7,5.0,330.0,2.0,C 
1144,2020-03-21,25.2,31.6,28.2,84.0,0.0,6.6,6.0,360.0,2.0,C 
1145,2020-03-22,26.2,32.0,29.1,80.0,0.0,7.0,3.0,360.0,2.0,C 
1146,2020-03-23,26.2,32.2,28.8,85.0,0.2,10.3,4.0,310.0,2.0,E 
1147,2020-03-24,24.6,31.4,28.0,84.0,0.0,5.2,5.0,320.0,2.0,C 
1148,2020-03-25,25.4,31.8,28.7,85.0,1.9,4.3,7.0,350.0,2.0,C 
1149,2020-03-26,26.2,32.8,28.9,84.0,5.6,7.9,6.0,360.0,2.0,C 
